fk_tempo,fk_regiao,fk_cultura,diagnostico_causa_risco,total_custeio_contratado,total_contratos,taxa_inadimplencia_referencia_bcb,taxa_selic_mensal
2023-01-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),20309664.03395681,75,2.38,1.12
2023-02-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),2603095.5577921188,196,2.46,0.92
2023-02-01,14,1,Oscilações de Mercado / Custo de Insumos,12947925.362539575,38,2.46,0.92
2023-03-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),18346877.766424038,32,2.54,1.17
2023-03-01,8,1,Oscilações de Mercado / Custo de Insumos,24279239.852774892,80,2.54,1.17
2023-04-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),8316313.941795903,147,2.9,0.92
2023-04-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),26652883.897107564,185,2.9,0.92
2023-04-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),11146379.789648043,179,2.9,0.92
2023-04-01,3,10,Oscilações de Mercado / Custo de Insumos,2695719.4676059443,203,2.9,0.92
2023-05-01,3,10,Oscilações de Mercado / Custo de Insumos,19701098.34118872,185,3.1,1.12
2023-06-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),13280115.475994077,116,3.15,1.07
2023-06-01,3,10,Oscilações de Mercado / Custo de Insumos,18311469.206223577,157,3.15,1.07
2023-07-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),8247025.060507554,51,3.34,1.07
2023-07-01,3,10,Oscilações de Mercado / Custo de Insumos,11012514.405678421,155,3.34,1.07
2023-07-01,8,1,Oscilações de Mercado / Custo de Insumos,22839278.523215782,171,3.34,1.07
2023-08-01,15,11,Oscilações de Mercado / Custo de Insumos,15489003.2615223,103,3.5,1.14
2023-09-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),15826382.268277714,133,3.52,0.97
2023-11-01,14,1,Oscilações de Mercado / Custo de Insumos,16644274.488891166,100,3.75,0.92
2024-02-01,3,10,Oscilações de Mercado / Custo de Insumos,26502175.905027457,151,3.56,0.8
2024-02-01,9,2,Oscilações de Mercado / Custo de Insumos,11922341.438025866,48,3.56,0.8
2024-03-01,16,6,Oscilações de Mercado / Custo de Insumos,2891829.9957824675,22,3.45,0.83
2024-03-01,3,1,Oscilações de Mercado / Custo de Insumos,6361664.58575301,65,3.45,0.83
2024-04-01,13,13,Oscilações de Mercado / Custo de Insumos,2133130.11765661,188,3.54,0.89
2024-04-01,3,10,Oscilações de Mercado / Custo de Insumos,9290757.878065996,163,3.54,0.89
2024-05-01,12,12,Oscilações de Mercado / Custo de Insumos,17267109.49001985,179,3.54,0.83
2024-06-01,15,11,Enchentes Históricas / Calamidade Hídrica,22335344.753517408,126,3.36,0.79
2024-07-01,8,1,Enchentes Históricas / Calamidade Hídrica,16783053.506152287,117,3.2,0.91
2024-08-01,10,11,Oscilações de Mercado / Custo de Insumos,24141474.120743636,184,3.22,0.87
2024-09-01,13,13,Oscilações de Mercado / Custo de Insumos,8521087.636039292,35,3.19,0.84
2024-09-01,9,2,Oscilações de Mercado / Custo de Insumos,20664210.639173564,192,3.19,0.84
2024-11-01,7,1,Oscilações de Mercado / Custo de Insumos,25621569.393572874,145,3.09,0.79
2024-11-01,1,11,Oscilações de Mercado / Custo de Insumos,27069288.332201265,211,3.09,0.79
2024-12-01,8,1,Oscilações de Mercado / Custo de Insumos,23259464.06317539,23,2.77,0.93
2024-12-01,9,4,Oscilações de Mercado / Custo de Insumos,10035972.965414207,74,2.77,0.93
2025-01-01,3,1,Oscilações de Mercado / Custo de Insumos,27452549.375997048,108,3.12,1.01
2025-01-01,14,1,Oscilações de Mercado / Custo de Insumos,24220316.1833316,212,3.12,1.01
2025-01-01,9,4,Oscilações de Mercado / Custo de Insumos,7446882.562332895,167,3.12,1.01
2025-02-01,13,13,Oscilações de Mercado / Custo de Insumos,2511985.421580117,102,3.26,0.99
2025-02-01,3,10,Oscilações de Mercado / Custo de Insumos,9136978.034222823,116,3.26,0.99
2025-03-01,3,1,Oscilações de Mercado / Custo de Insumos,10718633.095758595,124,3.2,0.96
2025-03-01,5,7,Oscilações de Mercado / Custo de Insumos,13044583.94698455,172,3.2,0.96
2025-04-01,7,1,Oscilações de Mercado / Custo de Insumos,10729371.334493982,119,3.48,1.06
2025-05-01,11,11,Oscilações de Mercado / Custo de Insumos,13926721.221415287,104,3.48,1.14
2025-05-01,6,8,Oscilações de Mercado / Custo de Insumos,7524957.660078214,191,3.48,1.14
2025-05-01,3,1,Oscilações de Mercado / Custo de Insumos,4081830.490049213,102,3.48,1.14
2025-06-01,6,8,Oscilações de Mercado / Custo de Insumos,11856578.735778462,82,3.51,1.1
2025-06-01,12,12,Oscilações de Mercado / Custo de Insumos,19161810.242155112,141,3.51,1.1
2025-07-01,14,1,Oscilações de Mercado / Custo de Insumos,4390488.782184647,77,3.71,1.28
2025-09-01,9,4,Oscilações de Mercado / Custo de Insumos,21045941.585781027,31,3.65,1.22
2025-10-01,5,7,Oscilações de Mercado / Custo de Insumos,11633643.587493569,197,3.72,1.28
2025-11-01,13,13,Oscilações de Mercado / Custo de Insumos,18372655.68110469,56,3.57,1.05
2025-11-01,9,4,Oscilações de Mercado / Custo de Insumos,1860719.7551061234,85,3.57,1.05
2025-12-01,3,10,Oscilações de Mercado / Custo de Insumos,19661814.475162223,30,3.49,1.22
2026-01-01,16,8,Oscilações de Mercado / Custo de Insumos,18580472.30500711,159,3.76,1.16
2026-01-01,10,11,Oscilações de Mercado / Custo de Insumos,11174729.00377498,161,3.76,1.16
2026-01-01,5,7,Oscilações de Mercado / Custo de Insumos,25819942.29640118,219,3.76,1.16
2026-02-01,16,6,Oscilações de Mercado / Custo de Insumos,1900081.9736548774,22,4.01,1
2026-02-01,4,9,Oscilações de Mercado / Custo de Insumos,23459924.09019268,153,4.01,1
2026-02-01,14,1,Oscilações de Mercado / Custo de Insumos,19507210.957365613,134,4.01,1
2026-03-01,5,7,Oscilações de Mercado / Custo de Insumos,5378943.675660722,151,3.92,1.21
2026-05-01,15,3,Atraso de Transplante e Perda de Estufas,19189070.226781998,271,4.11,1.07
2026-05-01,3,1,Oscilações de Mercado / Custo de Insumos,14213817.5040262,138,4.11,1.07
2026-06-01,16,8,Oscilações de Mercado / Custo de Insumos,10844035.862548316,79,3.98,1.12
2026-06-01,16,6,Oscilações de Mercado / Custo de Insumos,10638311.694646016,66,3.98,1.12
2026-06-01,10,11,Oscilações de Mercado / Custo de Insumos,14113692.625737939,196,3.98,1.12
2026-06-01,11,11,Oscilações de Mercado / Custo de Insumos,2005449.6782242206,128,3.98,1.12
2026-06-01,5,7,Oscilações de Mercado / Custo de Insumos,16120321.121246127,92,3.98,1.12
2026-07-01,15,11,Oscilações de Mercado / Custo de Insumos,26727461.031480007,82,4.19,1.22
2026-07-01,2,11,Oscilações de Mercado / Custo de Insumos,6035791.629408401,22,4.19,1.22
2026-12-01,14,1,Oscilações de Mercado / Custo de Insumos,26991649.481356822,27,3.2,0.85
2026-12-01,9,4,Oscilações de Mercado / Custo de Insumos,19541393.20639105,162,3.2,0.85
2020-01-01,7,1,Oscilações de Mercado / Custo de Insumos,18853277.991259944,166,2.41,0.38
2020-01-01,11,11,Oscilações de Mercado / Custo de Insumos,7363284.699770835,172,2.41,0.38
2020-01-01,3,1,Oscilações de Mercado / Custo de Insumos,9430203.473188698,103,2.41,0.38
2020-01-01,14,1,Oscilações de Mercado / Custo de Insumos,27560649.20813785,69,2.41,0.38
2020-02-01,9,4,Oscilações de Mercado / Custo de Insumos,7006350.856195317,143,2.38,0.29
2020-05-01,5,7,Oscilações de Mercado / Custo de Insumos,10935048.867043309,161,2.49,0.24
2020-05-01,9,2,Oscilações de Mercado / Custo de Insumos,19503081.066429157,143,2.49,0.24
2020-09-01,9,2,Oscilações de Mercado / Custo de Insumos,16189738.615300355,110,1.66,0.16
2020-10-01,11,11,Oscilações de Mercado / Custo de Insumos,24213067.30108839,108,1.59,0.16
2020-10-01,6,8,Oscilações de Mercado / Custo de Insumos,14223354.32208792,211,1.59,0.16
2020-10-01,3,1,Oscilações de Mercado / Custo de Insumos,12240824.041211184,115,1.59,0.16
2020-11-01,10,11,Oscilações de Mercado / Custo de Insumos,6929727.731479567,57,1.6,0.15
2020-12-01,15,3,Oscilações de Mercado / Custo de Insumos,34225253.04094669,53,1.52,0.16
2021-01-01,10,11,Oscilações de Mercado / Custo de Insumos,11605894.848810352,150,1.67,0.15
2021-01-01,9,4,Oscilações de Mercado / Custo de Insumos,7658210.969209659,175,1.67,0.15
2021-02-01,12,12,Oscilações de Mercado / Custo de Insumos,11866087.982135562,132,1.65,0.13
2021-02-01,13,13,Oscilações de Mercado / Custo de Insumos,18047474.062400263,166,1.65,0.13
2021-02-01,3,10,Oscilações de Mercado / Custo de Insumos,6245613.482063817,22,1.65,0.13
2021-02-01,8,5,Oscilações de Mercado / Custo de Insumos,3836647.488482603,42,1.65,0.13
2021-04-01,16,8,Oscilações de Mercado / Custo de Insumos,19398557.931433447,207,1.78,0.21
2021-04-01,2,11,Oscilações de Mercado / Custo de Insumos,18551267.55272515,99,1.78,0.21
2021-04-01,8,1,Oscilações de Mercado / Custo de Insumos,16143093.240756722,66,1.78,0.21
2021-05-01,15,11,Oscilações de Mercado / Custo de Insumos,21945644.822463416,88,1.81,0.27
2021-06-01,4,9,Oscilações de Mercado / Custo de Insumos,6634450.7071370855,113,1.71,0.31
2021-08-01,15,11,Oscilações de Mercado / Custo de Insumos,23306570.596617837,193,1.72,0.43
2021-08-01,16,8,Oscilações de Mercado / Custo de Insumos,16387187.79696496,208,1.72,0.43
2021-08-01,3,1,Oscilações de Mercado / Custo de Insumos,10200825.434579274,114,1.72,0.43
2021-09-01,10,11,Oscilações de Mercado / Custo de Insumos,26072974.89805043,49,1.68,0.44
2021-11-01,16,8,Oscilações de Mercado / Custo de Insumos,5817806.761641301,121,1.73,0.59
2021-12-01,16,6,Oscilações de Mercado / Custo de Insumos,25863513.79340969,176,1.63,0.77
2022-01-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),21852334.563935503,180,1.69,0.73
2022-02-01,15,11,Oscilações de Mercado / Custo de Insumos,9480470.532838548,156,1.61,0.76
2022-03-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),20669307.63876615,136,1.77,0.93
2022-04-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),14804795.676672392,95,1.78,0.83
2022-04-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),5852410.091140789,123,1.78,0.83
2022-06-01,16,6,Oscilações de Mercado / Custo de Insumos,22516946.918780845,18,1.76,1.02
2022-06-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),21131821.092950955,167,1.76,1.02
2022-07-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),22402239.377687465,51,1.86,1.03
2022-07-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),17540919.29678559,60,1.86,1.03
2022-07-01,3,10,Oscilações de Mercado / Custo de Insumos,7576738.677638594,71,1.86,1.03
2022-08-01,16,6,Oscilações de Mercado / Custo de Insumos,17335026.292852625,103,1.94,1.17
2022-08-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),25085199.692567203,43,1.94,1.17
2022-08-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),11564439.145722626,138,1.94,1.17
2022-08-01,9,4,Oscilações de Mercado / Custo de Insumos,16768556.278292842,200,1.94,1.17
2022-09-01,8,5,Oscilações de Mercado / Custo de Insumos,17963485.261444446,27,2,1.07
2022-10-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),17052866.05661836,159,2.17,1.02
2022-11-01,13,13,Oscilações de Mercado / Custo de Insumos,7049409.5609762715,203,2.21,1.02
2022-11-01,5,7,Oscilações de Mercado / Custo de Insumos,24446186.14579849,32,2.21,1.02
2022-11-01,9,2,Oscilações de Mercado / Custo de Insumos,13686773.226658406,93,2.21,1.02
2022-12-01,16,6,Oscilações de Mercado / Custo de Insumos,1832274.0813603583,167,2.18,1.12
2022-12-01,3,1,Oscilações de Mercado / Custo de Insumos,3698108.4602174424,35,2.18,1.12
2022-12-01,8,1,Oscilações de Mercado / Custo de Insumos,4493160.997707841,159,2.18,1.12
2022-12-01,9,4,Oscilações de Mercado / Custo de Insumos,14437737.196651699,94,2.18,1.12
2023-01-01,13,13,Oscilações de Mercado / Custo de Insumos,9629500.222037623,174,2.38,1.12
2023-03-01,16,8,Oscilações de Mercado / Custo de Insumos,12849088.284084532,178,2.54,1.17
2023-04-01,16,6,Oscilações de Mercado / Custo de Insumos,10629483.2224997,107,2.9,0.92
2023-05-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),7088560.445621247,192,3.1,1.12
2023-05-01,5,7,Oscilações de Mercado / Custo de Insumos,8196659.0090662055,128,3.1,1.12
2023-06-01,15,11,Oscilações de Mercado / Custo de Insumos,19035546.980599545,204,3.15,1.07
2023-06-01,9,4,Oscilações de Mercado / Custo de Insumos,18635490.38641637,124,3.15,1.07
2023-07-01,16,8,Oscilações de Mercado / Custo de Insumos,25752996.717928514,212,3.34,1.07
2023-07-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),26834720.83401929,122,3.34,1.07
2023-08-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),20377012.057127737,173,3.5,1.14
2023-08-01,14,1,Oscilações de Mercado / Custo de Insumos,25380605.83302789,184,3.5,1.14
2023-12-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),14359086.331611717,39,3.31,0.89
2023-12-01,13,13,Oscilações de Mercado / Custo de Insumos,14329731.403859494,150,3.31,0.89
2024-01-01,9,2,Oscilações de Mercado / Custo de Insumos,27052143.617637597,100,3.57,0.97
2024-02-01,1,11,Oscilações de Mercado / Custo de Insumos,24320609.06914998,194,3.56,0.8
2024-02-01,8,1,Oscilações de Mercado / Custo de Insumos,23418463.53333204,35,3.56,0.8
2024-04-01,2,11,Oscilações de Mercado / Custo de Insumos,6973726.834330358,186,3.54,0.89
2024-04-01,14,1,Oscilações de Mercado / Custo de Insumos,23978675.673685286,53,3.54,0.89
2024-06-01,7,1,Oscilações de Mercado / Custo de Insumos,21438091.693084873,28,3.36,0.79
2024-06-01,12,12,Oscilações de Mercado / Custo de Insumos,5067508.291078431,115,3.36,0.79
2024-07-01,2,11,Oscilações de Mercado / Custo de Insumos,27956704.79849528,61,3.2,0.91
2024-08-01,12,12,Oscilações de Mercado / Custo de Insumos,18336670.92406571,84,3.22,0.87
2024-08-01,8,1,Enchentes Históricas / Calamidade Hídrica,9193301.356961843,120,3.22,0.87
2024-09-01,2,11,Oscilações de Mercado / Custo de Insumos,14755405.639931437,71,3.19,0.84
2024-09-01,9,4,Oscilações de Mercado / Custo de Insumos,8375326.527115807,141,3.19,0.84
2024-10-01,15,3,Atraso de Transplante e Perda de Estufas,35227199.44412692,132,3.14,0.93
2024-10-01,7,1,Oscilações de Mercado / Custo de Insumos,7725052.751656448,212,3.14,0.93
2024-12-01,6,8,Oscilações de Mercado / Custo de Insumos,14516405.358789044,77,2.77,0.93
2024-12-01,14,1,Oscilações de Mercado / Custo de Insumos,3880452.5176473735,168,2.77,0.93
2025-03-01,12,12,Oscilações de Mercado / Custo de Insumos,24783673.777649652,82,3.2,0.96
2025-04-01,12,12,Oscilações de Mercado / Custo de Insumos,8020756.871419924,193,3.48,1.06
2025-05-01,16,8,Oscilações de Mercado / Custo de Insumos,7223205.555086781,98,3.48,1.14
2025-06-01,16,8,Oscilações de Mercado / Custo de Insumos,26795667.94272806,117,3.51,1.1
2025-06-01,3,1,Oscilações de Mercado / Custo de Insumos,21480864.852580555,182,3.51,1.1
2025-07-01,16,8,Oscilações de Mercado / Custo de Insumos,2106713.2011496867,16,3.71,1.28
2025-08-01,12,12,Oscilações de Mercado / Custo de Insumos,16463837.254754025,218,3.78,1.16
2025-08-01,13,13,Oscilações de Mercado / Custo de Insumos,15736112.9109357,201,3.78,1.16
2025-09-01,10,11,Oscilações de Mercado / Custo de Insumos,12004425.646443414,140,3.65,1.22
2025-09-01,5,7,Oscilações de Mercado / Custo de Insumos,16074484.627683895,117,3.65,1.22
2025-10-01,15,11,Oscilações de Mercado / Custo de Insumos,20947432.35224939,179,3.72,1.28
2025-12-01,15,3,Atraso de Transplante e Perda de Estufas,39514327.25008707,120,3.49,1.22
2025-12-01,11,11,Oscilações de Mercado / Custo de Insumos,9144762.872737847,188,3.49,1.22
2026-01-01,15,3,Atraso de Transplante e Perda de Estufas,14790795.932686245,175,3.76,1.16
2026-01-01,11,11,Oscilações de Mercado / Custo de Insumos,24513656.870819353,37,3.76,1.16
2026-01-01,8,1,Oscilações de Mercado / Custo de Insumos,5306303.11059196,48,3.76,1.16
2026-04-01,10,11,Oscilações de Mercado / Custo de Insumos,23762552.42009747,38,4.01,1.09
2026-04-01,3,1,Oscilações de Mercado / Custo de Insumos,15398645.739394177,136,4.01,1.09
2026-04-01,8,1,Oscilações de Mercado / Custo de Insumos,6561566.79658793,176,4.01,1.09
2026-06-01,1,11,Oscilações de Mercado / Custo de Insumos,15677084.767375242,180,3.98,1.12
2026-06-01,9,2,Oscilações de Mercado / Custo de Insumos,23903621.198157784,122,3.98,1.12
2026-07-01,10,11,Oscilações de Mercado / Custo de Insumos,8599994.719213568,90,4.19,1.22
2026-07-01,4,9,Oscilações de Mercado / Custo de Insumos,7405674.413631807,69,4.19,1.22
2026-07-01,11,11,Oscilações de Mercado / Custo de Insumos,2171779.2941691,168,4.19,1.22
2026-07-01,1,11,Oscilações de Mercado / Custo de Insumos,26955552.835422717,31,4.19,1.22
2026-08-01,6,8,Oscilações de Mercado / Custo de Insumos,2976676.0336851357,143,3.2,0.85
2026-08-01,14,1,Oscilações de Mercado / Custo de Insumos,11194755.691951677,195,3.2,0.85
2026-09-01,10,11,Oscilações de Mercado / Custo de Insumos,16998327.46833971,70,3.2,0.85
2026-10-01,4,9,Oscilações de Mercado / Custo de Insumos,15489766.744442416,202,3.2,0.85
2026-11-01,7,1,Oscilações de Mercado / Custo de Insumos,14424927.956994954,24,3.2,0.85
2026-11-01,9,2,Oscilações de Mercado / Custo de Insumos,10847959.148816062,87,3.2,0.85
2026-12-01,12,12,Oscilações de Mercado / Custo de Insumos,23893885.98253374,28,3.2,0.85
2026-12-01,3,1,Oscilações de Mercado / Custo de Insumos,23208757.320808332,171,3.2,0.85
2020-01-01,13,13,Oscilações de Mercado / Custo de Insumos,11398680.294294722,202,2.41,0.38
2020-01-01,8,5,Oscilações de Mercado / Custo de Insumos,24330438.6564916,145,2.41,0.38
2020-02-01,15,3,Oscilações de Mercado / Custo de Insumos,21945221.10278812,167,2.38,0.29
2020-02-01,2,11,Oscilações de Mercado / Custo de Insumos,16745632.129421465,214,2.38,0.29
2020-03-01,4,9,Oscilações de Mercado / Custo de Insumos,19323640.81978651,165,2.44,0.34
2020-03-01,3,10,Oscilações de Mercado / Custo de Insumos,2465981.120695294,104,2.44,0.34
2020-03-01,9,2,Oscilações de Mercado / Custo de Insumos,17635735.33707881,165,2.44,0.34
2020-04-01,8,1,Oscilações de Mercado / Custo de Insumos,27016119.127483316,200,2.48,0.28
2020-05-01,16,6,Oscilações de Mercado / Custo de Insumos,15710486.082908973,144,2.49,0.24
2020-07-01,15,3,Oscilações de Mercado / Custo de Insumos,40326725.48235093,351,1.94,0.19
2020-07-01,9,4,Oscilações de Mercado / Custo de Insumos,24099780.79374165,174,1.94,0.19
2020-09-01,16,8,Oscilações de Mercado / Custo de Insumos,11236994.804975087,29,1.66,0.16
2020-09-01,1,11,Oscilações de Mercado / Custo de Insumos,15327069.125491317,128,1.66,0.16
2020-09-01,13,13,Oscilações de Mercado / Custo de Insumos,21293917.246576823,106,1.66,0.16
2020-09-01,3,10,Oscilações de Mercado / Custo de Insumos,2464189.4774849867,104,1.66,0.16
2020-10-01,12,12,Oscilações de Mercado / Custo de Insumos,22941119.99873042,190,1.59,0.16
2020-10-01,14,1,Oscilações de Mercado / Custo de Insumos,19719850.758231297,83,1.59,0.16
2020-11-01,16,8,Oscilações de Mercado / Custo de Insumos,11915889.110380284,26,1.6,0.15
2020-11-01,6,8,Oscilações de Mercado / Custo de Insumos,10157161.513696546,104,1.6,0.15
2020-11-01,3,1,Oscilações de Mercado / Custo de Insumos,4895918.483687393,149,1.6,0.15
2020-12-01,11,11,Oscilações de Mercado / Custo de Insumos,4191710.9317966993,161,1.52,0.16
2020-12-01,12,12,Oscilações de Mercado / Custo de Insumos,14442048.880637232,142,1.52,0.16
2021-03-01,3,1,Oscilações de Mercado / Custo de Insumos,23524102.582510676,100,1.72,0.2
2021-03-01,9,2,Oscilações de Mercado / Custo de Insumos,21635527.493512344,179,1.72,0.2
2021-03-01,9,4,Oscilações de Mercado / Custo de Insumos,8280520.2656717785,97,1.72,0.2
2021-05-01,16,8,Oscilações de Mercado / Custo de Insumos,13829356.813442446,98,1.81,0.27
2021-05-01,4,9,Oscilações de Mercado / Custo de Insumos,15876301.517908636,129,1.81,0.27
2021-05-01,1,11,Oscilações de Mercado / Custo de Insumos,20048338.41514947,118,1.81,0.27
2021-06-01,6,8,Oscilações de Mercado / Custo de Insumos,17998275.014093757,28,1.71,0.31
2021-07-01,4,9,Oscilações de Mercado / Custo de Insumos,25370761.80519932,20,1.74,0.36
2021-07-01,11,11,Oscilações de Mercado / Custo de Insumos,16754391.582325492,78,1.74,0.36
2021-09-01,15,11,Oscilações de Mercado / Custo de Insumos,5056587.255321272,192,1.68,0.44
2021-09-01,6,8,Oscilações de Mercado / Custo de Insumos,22747872.83009131,28,1.68,0.44
2021-10-01,16,6,Oscilações de Mercado / Custo de Insumos,6168345.9118266385,206,1.68,0.49
2021-12-01,8,1,Oscilações de Mercado / Custo de Insumos,7299526.539104347,193,1.63,0.77
2021-12-01,9,4,Oscilações de Mercado / Custo de Insumos,18174370.86073757,43,1.63,0.77
2022-01-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),27448003.613138184,101,1.69,0.73
2022-01-01,9,2,Oscilações de Mercado / Custo de Insumos,20723393.61461827,102,1.69,0.73
2022-02-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),24020956.101232346,165,1.61,0.76
2022-02-01,9,4,Oscilações de Mercado / Custo de Insumos,21232197.938791037,28,1.61,0.76
2022-03-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),2088090.7108521885,131,1.77,0.93
2022-03-01,13,13,Oscilações de Mercado / Custo de Insumos,17533541.74336172,112,1.77,0.93
2022-04-01,8,5,Oscilações de Mercado / Custo de Insumos,10042429.788406566,33,1.78,0.83
2022-05-01,9,2,Oscilações de Mercado / Custo de Insumos,11355067.935781414,173,1.79,1.03
2022-06-01,16,8,Oscilações de Mercado / Custo de Insumos,10060606.85116199,53,1.76,1.02
2022-06-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),24768632.899996176,184,1.76,1.02
2022-07-01,15,3,Oscilações de Mercado / Custo de Insumos,28553726.04238008,258,1.86,1.03
2022-08-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),24789474.600915965,25,1.94,1.17
2022-08-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),23009321.157791805,184,1.94,1.17
2022-08-01,3,1,Oscilações de Mercado / Custo de Insumos,4079053.1096789455,153,1.94,1.17
2022-10-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),21996377.643773932,110,2.17,1.02
2022-10-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),21999788.46434195,31,2.17,1.02
2022-10-01,5,7,Oscilações de Mercado / Custo de Insumos,3519404.987839139,21,2.17,1.02
2022-11-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),27580214.3765475,211,2.21,1.02
2022-11-01,14,1,Oscilações de Mercado / Custo de Insumos,27166667.81136571,41,2.21,1.02
2022-12-01,16,8,Oscilações de Mercado / Custo de Insumos,22669277.02357582,162,2.18,1.12
2022-12-01,9,2,Oscilações de Mercado / Custo de Insumos,5533383.224019647,60,2.18,1.12
2023-01-01,16,6,Oscilações de Mercado / Custo de Insumos,2669921.450333804,172,2.38,1.12
2023-01-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),11174395.39432071,130,2.38,1.12
2023-02-01,15,3,Oscilações de Mercado / Custo de Insumos,28883258.788552072,261,2.46,0.92
2023-02-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),3935994.0262735793,145,2.46,0.92
2023-03-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),20554614.07467072,40,2.54,1.17
2023-03-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),18372561.97052922,101,2.54,1.17
2023-03-01,3,10,Oscilações de Mercado / Custo de Insumos,13466997.681069836,139,2.54,1.17
2023-06-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),24613740.398836188,103,3.15,1.07
2023-06-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),18843405.172142953,82,3.15,1.07
2023-08-01,16,6,Oscilações de Mercado / Custo de Insumos,22754264.700109366,88,3.5,1.14
2023-08-01,4,9,Estiagem Severa (Quebra de Grãos / Soja),8521944.932975732,203,3.5,1.14
2023-08-01,9,2,Oscilações de Mercado / Custo de Insumos,23352495.145058375,166,3.5,1.14
2023-09-01,14,1,Oscilações de Mercado / Custo de Insumos,17604348.547590353,33,3.52,0.97
2023-09-01,8,1,Oscilações de Mercado / Custo de Insumos,22042715.45917382,181,3.52,0.97
2023-09-01,9,2,Oscilações de Mercado / Custo de Insumos,4044246.13942648,50,3.52,0.97
2023-10-01,9,4,Oscilações de Mercado / Custo de Insumos,11822188.542393016,158,3.67,1
2023-11-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),8693549.331664082,165,3.75,0.92
2023-12-01,8,1,Oscilações de Mercado / Custo de Insumos,15060916.806414396,45,3.31,0.89
2024-01-01,10,11,Oscilações de Mercado / Custo de Insumos,3313850.698104806,192,3.57,0.97
2024-01-01,1,11,Oscilações de Mercado / Custo de Insumos,15146859.75752449,111,3.57,0.97
2024-03-01,6,8,Oscilações de Mercado / Custo de Insumos,13903009.74077904,72,3.45,0.83
2024-03-01,9,2,Oscilações de Mercado / Custo de Insumos,17913339.762618303,50,3.45,0.83
2024-04-01,16,8,Oscilações de Mercado / Custo de Insumos,17569297.64847164,16,3.54,0.89
2024-04-01,16,6,Oscilações de Mercado / Custo de Insumos,25911786.14794848,195,3.54,0.89
2024-07-01,15,3,Enchentes Históricas / Calamidade Hídrica,22706923.719606124,184,3.2,0.91
2024-08-01,3,10,Enchentes Históricas / Calamidade Hídrica,5241354.493396556,74,3.22,0.87
2024-10-01,15,11,Oscilações de Mercado / Custo de Insumos,7758128.791568128,75,3.14,0.93
2024-11-01,15,3,Atraso de Transplante e Perda de Estufas,33338970.229706906,199,3.09,0.79
2024-12-01,7,1,Oscilações de Mercado / Custo de Insumos,24919308.852272276,33,2.77,0.93
2024-12-01,11,11,Oscilações de Mercado / Custo de Insumos,27138717.319790266,133,2.77,0.93
2025-01-01,4,9,Oscilações de Mercado / Custo de Insumos,21179388.07904121,55,3.12,1.01
2025-01-01,5,7,Oscilações de Mercado / Custo de Insumos,19659740.438922446,170,3.12,1.01
2025-02-01,16,8,Oscilações de Mercado / Custo de Insumos,7898394.454053765,218,3.26,0.99
2025-03-01,15,3,Atraso de Transplante e Perda de Estufas,40422258.82978529,166,3.2,0.96
2025-03-01,4,9,Oscilações de Mercado / Custo de Insumos,17476966.08860128,156,3.2,0.96
2025-03-01,9,2,Oscilações de Mercado / Custo de Insumos,7569902.896085656,34,3.2,0.96
2025-04-01,16,8,Oscilações de Mercado / Custo de Insumos,13077198.150409942,101,3.48,1.06
2025-05-01,15,3,Atraso de Transplante e Perda de Estufas,17419051.659845825,312,3.48,1.14
